Waldo,Belfast,Good Karma Farm,"67 Perkins Rd, Belfast, Maine",amy@goodkarmafarm.com,(207) 322-0170,,,Eggs (limited) Please call ahead for availability,,,,,,,,"44.399398, -68.999842",,,,,,,,,,,
Waldo,Belfast,Mainely Poultry,"53 Patterson Hill Rd, Belfast, Maine",barbmacneilowen@gmail.com,(207) 338-6202,,,Chicken Eggs,,,,,,,,"44.441676, -69.011627",,,,,,,,,,,
Waldo,Belmont,Bahner Farm,"153 Augusta Rd, Belmont, Maine",bahnerfarm@gmail.com,(207) 342-2592,,,,,Mixed organic vegetables,,,,,,"44.403390, -69.111149",,,,,,,,,,,
Waldo,Brooks,"Honey Petal Plants, LLC","766 Veterans Highway, Brooks, Maine",honeypetalplants@outlook.com,(215) 913-2583,,,,,,,mixed bouquets in season,,,,"44.499883, -69.103803",,,,,,,,,,,
Waldo,Brooks,Pond Hill Farms,"144 Pond Hill Rd, Brooks, Maine",Jstutheit84@gmail.com,(207) 322-4682,USDA CERTIFIED Grass feed beef. Angus Hereford and F1 Wagyu,,,,,,,,,,"44.518585, -69.134175",,,,,,,,,,,
Waldo,Brooks,Royer Valley Farm,"124 Valley Road, Brooks, Maine",royervalleyfarm@yahoo.com,(207) 449-8196,"Pork, Lamb, Beef, Rabbit",,,,Nothing available at this time,"Blueberries , Cranberries",,,,Looking into this option,"44.556846, -69.147716",,,,,,,,,,,
Waldo,Frankfort,Boyd Brook Farming,"22 M J Lane, Frankfort, Maine",boydbrookfarminginc@aol.com,(207) 991-0085,"All Natural Grass Fed Beef, Pastured Pork",,,,,,,,,"Meals, donuts, bread","44.615491, -68.952740",,,,,,,,,,,
Waldo,Freedom,Villageside Farm,"122 Belfast Rd, Freedom, Maine",villagesidefarmfreedom@gmail.com,,,,,,,,,,,,"44.529268, -69.302440",,,,,,,,,,,
Waldo,Islesboro,Growing Things,"1327 Main Rd, Islesboro, Maine",Pripetfold@gmail.com,(207) 734-6484,,,,,Seasonal vegetables and herbs,,Annual seedlings and cut flowers,,,,"44.358366, -68.883537",,,,,,,,,,,
Waldo,Jackson,Common Hill Farm,"291 Hatch Rd, Jackson, Maine",hillfarm@pivot.net,(207) 722-3405,mostly ground beef but other cuts available,,,,,,,,yes. Quarts,,"44.625745, -69.165539",,,,,,,,,,,
Waldo,Liberty,Rebel Hill Farm,"44 Cox Hill Rd, Liberty, Maine",peterDbeckford@gmail.com,(207) 589-3023,,,,,,,"Native plants, perennials, medicinal and culinary herbs",,,,"44.374895, -69.378138",,,,,,,,,,,
Waldo,Lincolnville,3 Bug Farm,"11 Wiley Neck Rd, Lincolnville, Maine",3bugfarm@gmail.com,,,,,,"All types specifically greens, salad, tomatoes, herbs etc. . .","black raspberries, strawberries,grapes",,,,,"44.267404, -69.128426",,,,,,,,,,,
Waldo,Lincolnville,Cellardoor Winery,"367 Youngtown Road, Lincolnville, Maine",mckenzie@mainewine.com,(207) 763-4478,,,,,,,,,,,"44.272738, -69.078068",,,,,,,,,,,
Waldo,Lincolnville,Whaleback Farm,"Lincolnville, Maine",whalebackcider@gmail.com,,,oysters starting in June,,,,,,,,,"44.298337, -69.107998",,,,,,,,,,,
Waldo,Monroe,Ancestral French Soaps,"Stovepipe Alley, Monroe, Maine",nancy@ancestralfrenchsoaps.com,(207) 525-3235,,,,,,,,,,,"44.627540, -69.051084",,,,,,,,,,,
Waldo,Monroe,Chase Stream Farm,"527 Jackson Rd, Monroe, Maine",anne@chasestreamfarm.com,(207) 613-5494,"Chicken (summer), Lamb (late fall), Pork (late fall)",,organically and pasture raised chickens,,MOFGA certified organic diversified veggies,"MOFGA certified organic rhubarb, raspberries",,,MOFGA certified organic maple syrup,"kimchi, relishes, jams","44.634698, -69.052248",,,,,,,,,,,
Waldo,Monroe,Dickey Hill Farm,"554 Dickey Hill Rd, Monroe, Maine",Dickeyhillfarm@gmail.com,(207) 450-9510,Grass fed Beef,,,,MOFGA Certified Organic,,,,,,"44.552561, -69.036630",,,,,,,,,,,
Waldo,Monroe,Seek-No-Further Farmstead,"522 W Main St, Monroe, Maine",snffarmstead@gmail.com,(857) 939-0248,Goat meat,,Pasture-raised eggs,Raw goat milk and yogurt,"Winter greens, mixed summer vegetables, tulips",,,,,,"44.603172, -69.064110",,,,,,,,,,,
Waldo,Monroe,Toddy Pond Farm,"174 Carver Rd, Monroe, Maine",toddypondfarm@gmail.com,(207) 249-3344,"Whey fed pork, 100% grass fed beef and lamb",,,"100% grass fed - raw milk, yogurts, kefir, fromage blanc and feta",Fermented Vegetables,,,,,,"44.550697, -69.052923",,,,,,,,,,,
Waldo,Montville,Fernwood Nursery And Gardens,"58 North Ridge Road, Montville, Maine",fernwoodnursery@fairpoint.net,(207) 589-4726,,,,,,,,,,,"44.407138, -69.272297",,,,,,,,,,,
Waldo,Montville,Fiddlestix,"736 Acadia Highway, Montville, Maine",Cories96@gmail.com,(207) 322-5661,,,Chicken brown eggs,,"Greens, tomatoes, cucumbers , root vegetables","Apples, peaches",cut flowers,,"Maple syrup, maple candy",,"44.407792, -69.314454",,,,,,,,,,,
Waldo,Montville,High Ridge Farm,"117 Choate Rd, Montville, Maine",highridgemaine@gmail.com,(207) 589-3090,Pastured non-gmo pork and grass-fed beef,,,,,,,,,,"44.380883, -69.262873",,,,,,,,,,,
Waldo,Morrill,Calyx Farm,"133 N. Main Street, Morrill, Maine",calyxfarmmaine@gmail.com,(207) 229-7020,,,,,"Lettuce, herbs, tomatoes, peppers, onions, carrots, greens and more!",,Mixed bouquets,,,,"44.444504, -69.148870",,,,,,,,,,,
Waldo,Morrill,The Little Garlic Girl Farm,"345 Weymouth Rd, Morrill, Maine",tsweb619@gmail.com,(207) 322-7201,,,,,"12 varieties organic garlic, size graded in 1/2 mesh bags.",,,,,,"44.430189, -69.197194",,,,,,,,,,,
Waldo,Morrill and Belfast,Willow Moon Ventures LLC - Willow Moon Florist,"166 Weymouth Road, Morrill, Maine",willowmoonventures@gmail.com,(207) 505-1425,,,occasionally organic soy-free eggs from happy hens,,"occasional seedlings: vegetables, herbs, shrubs, trees and specialty cut flowers",,specialty cut flowers; custom floral design; events; specialty cut flower seedlings,ornamental grains for custom floral design,,,"44.442723, -69.168929",,,,,,,,,,,
Waldo,Northport,Frontier Maple Sugarworks,"471 Beech Hill Rd, Northport, Maine",frontiermaple@gmail.com,(207) 668-2160,,,,,,,,,"MOFGA certified maple syrup, candy, sugar, cream, granola",,"44.339262, -69.015701",,,,,,,,,,,
Waldo,Northport,Graze Microgreens,"48 Fox Hollow Lane, Northport, Maine",Microgreens@grazemaine.com,(207) 505-0958,,,,,"Microgreens, wheatgrass",,,,,"Cold pressed juices, immunity wellness shots, smoothies","44.379793, -69.022856",,,,,,,,,,,
Waldo,Palermo,Big Birch Farm,"220 Cain Hill Road, Palermo, Maine",Alohahollyf@gmail.com,(207) 629-8428,Lamb,,,,"Heirloom tomatoes and vegetables from around the world, including sweet and hot peppers, greens, summer and winter squash, corn, fennel",Wild lowbush blueberries,,Corn,,"Dehydrated tomatoes, jams, freeze dried blueberries","44.382062, -69.446016",,,,,,,,,,,
Waldo,Palermo,Haskell and Daughter Beef,"2499 Level Hill Rd, Palermo, Maine",haskelljamie52@gmail.com,(207) 441-1440,beef,,farm fresh,,,,,,,,"44.435281, -69.386602",,,,,,,,,,,
Waldo,Searsmont,Fieldstone Farm,"185 Pond Road South, Searsmont, Maine",Leslie185p@gmail.com,(207) 323-1293,,,Eggs,,Most veggies,,,,,,"44.372989, -69.190739",,,,,,,,,,,
Waldo,Searsmont,Fine Line Farm,"Searsmont, Maine",5lbsofdirt@gmail.com,,,,Eggs (chicken),,list updated website weekly,,,,,,"44.361485, -69.195054",,,,,,,,,,,
Waldo,Searsmont,Muzzy Ridge Farm,"181 Muzzy Ridge Road, Searsmont, Maine",Muzzyridgefarm@gmail.com,(207) 323-6515,"Lamb, ground, stew. legs w/w/o bone, racks and tenderloin",,,,,,,,,,"44.350735, -69.174235",,,,,,,,,,,
Waldo,Stockton Springs,Rainbow Farm,"421 U S Rt 1, Stockton Springs, Maine",rainbowfarm41@gmail.com,(207) 610 3793,"Pasture raised chicken, forest raised pork, grass fed beef, and forage based rabbit",,,,seasonal vegetables,,,,,,"44.498375, -68.831859",,,,,,,,,,,
Waldo,Swanville,Syringa Plus,"411 Nickerson Rd, Swanville, Maine",syringaplus@gmail.com,(978) 352-3301,,,,,,,Lilac plants,,,,"44.497058, -68.977993",,,,,,,,,,,
Waldo,Thorndike,Many Hands Farm,"269 Files Hill Rd, Thorndike, Maine",dragonfly9indigo@gmail.com,(207) 568-3261,,,,,"early spring...Nettles, Asparagus, Chickweed, Spring Carrots","Fall grapes, pears, plums, raspberries, honey berries",,none,,"Salted Maple Cookies, Herbal Shrubs (Rose Petal, Thyme, Rose, Sage and Lavender) Fire Cider, Elderberry Syrup, Gylcerites (Lemon Balm, Rose, California Poppy, Shepherds Purse, Motherwort, Headache Ease, Echinacea, Milky Oats, Valerian, Borage) Herbal Teas (Nourish Tea, Nursing Tea, Elder Wise Tea, Clari-Tea Eye Health, New Moon Tea, Full Moon Tea, Tranquil Liver, Peaceful Sleep Tea, Chocolate Mint Tea, Gentle Heart Tea, Lemon Balm Rose Petal Tea, Essiac Tea, Headache Tea, Migraine Tea, Waxing Moon Tea, Waning Moon Tea)","44.609878, -69.204824",,,,,,,,,,,
Waldo,Thorndike,McKay Farm & Research Station,"54 Greenhouse Lane, Thorndike, Maine",McKayFarm@unity.edu,(207) 509-7180,"Beef, Lamb",,,,,,,,Syrup,Honey,"44.577873, -69.279946",,,,,,,,,,,
Waldo,Troy,Moorit Hill Farm,"57 Detroit Rd, Troy, Maine",moorithillfarm@gmail.com,(207) 402-2549,,,Eggs,,"Mushrooms, fresh & dried",,,,,,"44.662107, -69.295988",,,,,,,,,,,
Waldo,Unity,A. Smart Farms,"448 Bangor Road, Unity, Maine",a.smartfarms@gmail.com,(207) 837-0924,,,,,,Strawberry jam,,,"Maple sugar, maple syrup",,"44.649479, -69.305245",,,,,,,,,,,
Waldo,Unity,Common Wealth Farm LLC,"47 Rich Rd., Unity, Maine",cwfarmmaine@gmail.com,(207) 568-9068,"Poultry, quail",,"Chicken, duck, quail",,,,,,,,"44.609276, -69.30557",,,,,,,,,,,
Waldo,Unity,Daybreak Growers Alliance,"69 School St, Unity, Maine",Farmers@daybreakgrowersalliance.com,(207) 808-2189,All,,,All,All seasonal veggies,In season fruit,,All,,,"44.612429, -69.337588",,,,,,,,,,,
Waldo,Unity,FarmDrop Unity,"32 School St, Unity, Maine",unity@farmdrop.us,(207) 416-7294,"Beef, Chicken and pork",,,Cheese,Seasonal,Seasonal,,,Syrup,,"44.611310, -69.335906",,,,,,,,,,,
Waldo,Unity,Maine TradeHers Market,"956 Albion Rd., Unity, Maine",mainetradehers@gmail.com,,,,Chicken,"unpast milk, butter",Wide Variety,berries,Cut,,Syrup,"crackers, breads, baked goods","44.554535, -69.383260",,,,,,,,,,,
Waldo,Unity,Silver Highlands Farm,"956 Albion Road, Unity, Maine",silverhighlandsfarm@gmail.com,(207) 951-4893,Will have poultry meat June-October.,,,,"greens, tomatoes, cukes, peppers, eggplant, broccoli, cauliflower, squashes, micros, herbs",,,,,,"44.550369, -69.388313",,,,,,,,,,,
Waldo,Unity,Songbird Farm,"142 Stevens Rd, Unity, Maine",songbird.farm@yahoo.com,(207) 380-1171,,,,,,,,"Wheat flour, Rye flour, Cornmeal, Pancake Mix, Three Grain Cereal",,,"44.564835, -69.289878",,,,,,,,,,,
Waldo,Waldo,Providers Farm,"408 East Waldo Rd. Waldo, Maine",tomwagner@gwi.net,(207) 722-3702,Pork,,,,,,,,,,"44.4870284,-69.0640911",,,,,,,,,,,
Waldo,Waldo,Springdale Farm and Creamery,"165 Birches Road, Waldo, Maine",springdalejerseys@gmail.com,(207) 272-5492,"Beef, Rose Veal, Pork - we offer cuts, sausage, ground etc. And bulk buying deals, please check out our online store for bulk pricing. Also offering cured meats salami etc.",,,"Fresh cream cheese, brie, cheddar, gouda, ricotta, monterey jack",,,,,,,"44.465709, -69.112790",,,,,,,,,,,
Waldo,Winterport,Fisher Farm,"177 Coles Corner Rd, Winterport, Maine",Beth@fisherfarmcsa.com,(207) 478-4803,,,,,Seasonal,,,,,,"44.663395, -68.866681",,,,,,,,,,,
Waldo,Winterport,Knotty Goat Soapery,"76 Clark Rd, Winterport, Maine",info@knottygoatsoapery.com,,,,,Occasional goat milk for livestock,,,,,,,"44.651811, -68.942716",,,,,,,,,,,
Waldo,Winterport,Souder Station Farm,"30 Souder Station Lane, Winterport, Maine",Randy@souderstationfarm.com,(207) 852-2559,"pasture raised pork, pasture raised chickens, smoked meats",,Eggs,,,,,,,Smoked meats and cheeses (Late Spring availability),"44.672678, -68.848588",,,,,,,,,,,
Waldo,Winterport,White's Farm Salami,"435 Monroe Road, Winterport, Maine",whitesfarm435@gmail.com,(207) 525-4521,"Pork, Ham, Breakfast sausage, Bacon, Salami",,"Free range chicken eggs, easter colors",,"yes, in summer",,"yes, in summer",,Maple Syrup,"Pork hand pies, Dill Pickles, Pickled Fiddleheads, Pasta/Pizza sauce","44.658701, -68.971930",,,,,,,,,,,
Washington,Addison,Fox Moon Farm at Indian Ridge,"1098 Indian River Rd, Addison, Maine",foxmoonfarm@gmail.com,(207) 598-5527,,,,,"Mixed, May to November",,,,,,"44.590750, -67.662268",,,,,,,,,,,
Washington,Addison,Wescogus Wild Blueberries,"383 Indian River Rd, Addison, Maine",wescogus@yahoo.com,(207) 483-2583,,,,,,wild blueberries 5 & 10 pound boxes frozen or fresh in season,,,,,"44.622906, -67.711733",,,,,,,,,,,
Washington,Beddington,Beddington Ridge Farm,"1951 State Hwy 193, Beddington, Maine",brfarm@rivah.net,(207) 638-2664,,,,,,"Wild blueberries in August, wild bog cranberries late Sept & October",,,,assorted berry jams available year round,"44.797937, -68.041201",,,,,,,,,,,
Washington,Big Lake Twp,Beauregards Farm,"1292 West Street, Big Lake Twp, Maine",true2wonders@gmail.com,,,,,,"No produce will be available this year due to an injury, but we're open for informational tours. We utilize mostly no dig, hoop houses and raised beds, many native pollinators for our helpers and do enjoy encouraging others to do so too.","Raspberry, Strawberry, Apple,Grape",,,,,"45.182022, -67.614403",,,,,,,,,,,
Washington,Charlotte,Rime Farm,"82 Arthur Damon Rd., Charlotte, Maine",RimeNorReasonFarm@gmail.com,(207) 404-1177,"Poultry, Beef, Pork",,Free Range,,Seasonal,Blueberries,,,,,"45.026191, -67.305348",,,,,,,,,,,
Washington,Cherryfield,Blessings & Blooms ~ Pretty Eggs,"237 Main St, Cherryfield, Maine",Bratfive@gmail.com,(207) 546-8178,,,Eggs,,,,,,,,"44.613618, -67.924371",,,,,,,,,,,
Washington,Cherryfield,Blue Barrens Farm,"11 High Street, Cherryfield, Maine",bbfarm@me.com,,,,,,,Frozen organic blueberries,,,,frozen organic blueberries,"44.598214, -67.922057",,,,,,,,,,,
Washington,Cherryfield,Burke Hill Farm,"520 Blackswoods Rd., Cherryfield, Maine",burkehillfarm@gmail.com,(207) 460-6215,,,,,,Organic Maine wild blueberries,,,,,"44.609682, -67.977243",,,,,,,,,,,
Washington,Columbia Falls,Itty Bitty Farm,"980 Harrington Rd (US HWY 1), Columbia Falls, Maine",ittybittyfarm@outlook.com,(207) 266-9134,Quail and rabbit - call ahead.,,Chicken and quail eggs,,We'll have a variety in season,,,,,,"44.651148, -67.712614",,,,,,,,,,,
Washington,Edmunds,Tide Mill Organic Farm,"40 Tide MIll Rd, Edmunds, Maine",eatlocal@tidemillorganicfarm.com,(207) 733-2551,"Organic beef and pork products, fresh and frozen turkey and chicken",,,"Fresh, non-pasteurized milk in recyclable plastic containers",,,,,,,"44.823159, -67.155711",,,,,,,,,,,
Washington,Harrington,Bristol's Redbird Farm,"1591 Main St, Harrington, Maine",brenda@bristolsredbirdfarm.com,(207) 337-4881,,,Eggs,,In season,,,,,,"44.619788, -67.809288",,,,,,,,,,,
Washington,Harrington,Lynch Hill Farm,"1468 Kennedy Hwy (US Hwy 1A), Harrington, Maine",lynchhillfarms@gmail.com,(207) 483-1227,,,,,Shiitake mushrooms coming soon,Frozen wild blueberries and cranberries,,,Syrup,"Jams, sauces, vinegars, honey","44.596619, -67.831012",,,,,,,,,,,
Washington,Lubec,Muddy Hoof Farm,"995 County Road, Lubec, Maine",noelle@muddyhooffarm.vpweb.com,(207) 733-6143,"Chicken, Duck, Pork, Lamb and Goat",,chicken and duck,,When in season listed on our website,When in season listed on our website,,,,,"44.813909, -67.074677",,,,,,,,,,,
Washington,Machias,F/V CHRIS R,"35 Fremont St, Machias, Maine",chris@mongr.net,(207) 266-3804,,"Alaska salmon, Eastport scallops",,,,,,,,,"44.710082, -67.460448",,,,,,,,,,,
Washington,Machias,Machias Marketplace,"291 Main Street, Machias, Maine",Machias.fmp@gmail.com,,"Beef, pork, lamb, chicken","Scallops, salmon",,"Milk, yogurt, cheese",Large variety,"Citrus, apples, pears",,Large variety,Maple syrup !,"Baked goods, crackers,","44.723339, -67.434531",,,,,,,,,,,
Washington,Machias,Nautical Farms,"70 Blueberry Mountain Drive, Machias, Maine",Morgan@nauticalfarms.com,(201) 576-5990,,,,,Sea vegetables / Sugar Kelp,,,,,,"44.651889, -67.451611",,,,,,,,,,,
Washington,Machiasport,Starboard Farm,"1543 Port Road, Machiasport, Maine",boldcoastme@gmail.com,(207) 263-8330,organic grass fed beef,"Lobster, crab","duck, chicken",,,,,,maple syrup,"baked breads, donuts, cakes, pies,","44.627200, -67.393310",,,,,,,,,,,
Washington,Pembroke,"Gulf of Maine, Inc.","736 Leighton Point Road, Pembroke, Maine",tim@gulfofme.com,(207) 726-4620,,"Mussels, Steamer clams, Sea Scallops, Lobster, Crab, Halibut, Mackerel, & Fresh or Dried Seaweeds",,,,,,,,,"44.913566, -67.133323",,,,,,,,,,,
Washington,Penbroke,Pen & Cob Farm,"253 Leighton Point Rd. Pembroke, Maine",Penandcobfarm@gmail.com,(207) 573-2289,,,Free range,"Raw, grass fed, A2 cow milk",,Apples,Bouquets,,,"Baked goods, jams, syrup","44.9341236, -67.1646694",,,,,,,,,,,
Washington,Pembroke,Smithereen Farm,"4 Leighton Point Road, Pembroke, Maine",office@smithereenfarm.com,(207) 726-4442,,,,,,"Blueberry jam, Apple butter, Frozen blueberries",,,,,"44.939583, -67.169540",,,,,,,,,,,
Washington,Robbinston,Lamb Cove Farm,"187 US Rte. 1, Robbinston, Maine",lambcovefarm@yahoo.com,(207) 454-3364,,,,,,Organic wild blueberries,,,,,"45.078679, -67.108100",,,,,,,,,,,
Washington,South Addison,Compass Rose Farm,"259 Mooseneck Road, South Addison, Maine",alfwakeman@gmail.com,(207) 598-6290,"Nash Island Lamb, Free Range Chicken",,,,,,,,,,"44.516145, -67.717345",,,,,,,,,,,
York,Acton,Terra Firma/Flood and Giallongo,"99 Point Rd, Acton, Maine",ivsmeister@gmail.com,(207) 651-5555,lamb and chicken,,,,,,,,,,"43.561428, -70.945282",,,,,,,,,,,
York,Alfred,Gile’s Family Farm,"139 Waterboro Road, Alfred, Maine",fboucher@psouth.net,(207) 324-2944,,,,Harris Farm milk,"Potatoes, carrots, beets, turnip",Apples. Sweet apple cider.,,,"Our own maple syrup. Maple candy, maple cream.",Jellies & Jams. Honey.,"43.486820, -70.718714",,,,,,,,,,,
York,Berwick,Cassie’s Canning Cabinet,"5 Sidney Drive, Berwick, Maine",Canningcabinet@gmail.com,(603) 817-9206,,,,,,,,,,"Pickles, relishes, Jelly, Salsa","43.282638, -70.835246",,,,,,,,,,,
York,Berwick,Humble Bee Flowers,"117 Pine Hill Road, Berwick, Maine",humblebeemaine@gmail.com,(207) 536-9184,,,,,,,"Locally grown fresh cut flower bouquets and arrangements, dried flowers",,,,"43.280008, -70.864248",,,,,,,,,,,
York,Buxton,Lana Plantae Farmed Yarns,"301 Long Plains Rd, Buxton, Maine",lpa@maine.rr.com,(207) 710-9533,,,,,,,,,,,"43.676574, -70.586301",,,,,,,,,,,
York,Buxton,Snell Family Farm,"1000 River Rd, Buxton, Maine",Carolyn@snellfamilyfarm.com,(207) 929-6166,,,,,Mixed vegetables July to November,"Apples, raspberries, melons, stonefruit","Mixed bouquets, arrangements, bunches of single varieties",,Local syrup from a neighbor,"Bakery pies, cookies, pickles, jams, quiche","43.619638, -70.543972",,,,,,,,,,,
York,Cornish,Cornish Cider Company,"135 High Road, Cornish, Maine",jacqueline@cornishcidercompany.com,(207) 415-4607,,,,,,,,,,,"43.797347, -70.799585",,,,,,,,,,,
York,Cornish,Pingree Maple Products,"90 High Road, Cornish, Maine",Tpingree@myfairpoint.net,(207) 625-8584,,,,,,"Raspberries, Blackberries",,,"Maple syrup, maple cream, maple jelly, granulated maple sugar",Honey,"43.800995, -70.801873",,,,,,,,,,,
York,Dayton,Harris Farm,"280 Buzzell Rd, Dayton, Maine",jrharris70@gmail.com,(207) 710-4252,Beef,,,"Glass-bottled milk (pasteurized), cream, butter, cheese",,,,,"syrup, candy","jam, turkey pot pies","43.528810, -70.574425",,,,,,,,,,,
York,Eliot,Andy’s Edible Gardens,"70 Bradstreet Ln, Eliot, Maine",Ajs4209@yahoo.com,(603) 380-5965,,,,,Microgreens,,,,,,"43.136657, -70.785649",,,,,,,,,,,
York,Eliot,Phil's Farm,"Eliot, Maine",philcuddeback@gmail.com,,,,,,Wide variety of veggies.,,,,,,"43.153431, -70.798921",,,,,,,,,,,
York,Lebanon,Big Tree Herb Farm,"84 Upper Barley Rd, Lebanon, Maine",ghenders65@gmail.com,(207) 251-1281,,,,,,,,,,,"43.369071, -70.948956",,,,,,,,,,,
York,Lebanon,Farmfield Greenhouses,"367 Carl Broggi HWY, Lebanon, Maine",Farmfieldgreenhouses@gmail.com,(207) 457-1233,,,,,,,,,,,"43.409967, -70.870548",,,,,,,,,,,
York,Lebanon,Sirois Family Farm,"229 Little River Rd., Lebanon, Maine",siroisfamilyfarm@ymail.com,(207) 432-8042,"Chicken, Pork",,,Goat,,,,,,"Homemade breads, cookies, rolls, pies","43.402966, -70.852920",,,,,,,,,,,
York,Limerick,"Alderwood Farms, Inc.","52 Elm Street, Limerick, Maine",Vickiesoldeschoolgiftshoppe@roadrunner.com,(207) 727-0387,Beef,,,,,,,Livestock feed/ground corn and oats,"Maple Syrup, maple sugar",,"43.685871, -70.799092",,,,,,,,,,,
York,Limerick,Frelsi Farm Icelandics,"111 Watson Hill Road, Limerick, Maine",frelsi@roadrunner.com,(207) 653-3193,USDA inspected frozen grass fed lamb,,,,,,,,,,"43.703920, -70.787628",,,,,,,,,,,
York,Limington,Mini-Hooves Farm,"146 Tucker Rd
Limington, Maine",minihoovesfarm@gmail.com,(207) 450-4984,,,,,,,,,,,"43.7917845, -70.7221179",,,,,,,,,,,
York,Limington,November's Harvest Farm,"46 Shaving Hill Rd, Limington, Maine",novembersharvestme@gmail.com,(207) 310-0976,"Rabbit, Lamb, Goat, Chicken, Pork, Turkey (Thanksgiving only)",,Chicken,,Mixed Veggies,,,,,,"43.729231, -70.719524",,,,,,,,,,,
York,Limington,Old Wells Farm,"991 Cape Road, Limington, Maine",Oldwellsfarm@gmail.com,(207) 807-8000,,,,,Mixed certified organic,,,,,,"43.740654, -70.710824",,,,,,,,,,,
York,Limington,Rare Berry Farm,"535 Cape Rd., Limington, Maine",contact@rareberryfarm.com,(207) 637-1073,,,,,,,,,,jams using only farm grown fruit,"43.683386, -70.695453",,,,,,,,,,,
York,Lyman,Black Kettle Farm,"1391 S.Waterboro Road, Lyman, Maine",blackkettlefarm@gmail.com,,"Pork cuts, sausage, salami, beef, bison",,,goat/sheep milk cheese and yogurt,Mixed MOFGA Certified Organic Vegetables and Herbs,"Blueberries, apples",,,Syrup,,"43.532951, -70.695853",,,,,,,,,,,
York,Lyman,BrookRidge Farm,"136 Howitt, Lyman, Maine",brookridgefarmorganicdairy@gmail.com,(207) 324-6221,Organic Beef,,Eggs,Organic raw milk,,,,,,Maple syrup & maple products,"43.478488, -70.660142",,,,,,,,,,,
York,Lyman,Thibodeaus Achen Bacon Farm,"79 Kennebunk Pond Road, Lyman, Maine",leo.thibodeau@yahoo.com,(207) 590-7188,Bacon 3 types sausage 5 flavors and ground beef,,,,,,,Livestock feeds,,,"43.484556, -70.631423",,,,,,,,,,,
York,Lyman,Tibbetts Farm,"53 Swetts Lane, Lyman, Maine",Tibbettsfarm@gmail.com,(207) 247-6518,Hamburger and pork products,,,,,,,,,,"43.505371, -70.603489",,,,,,,,,,,
York,Newfield,Hilltop Boilers Maple Syrup,"159 Elm Street, Newfield, Maine",hilltopboilers@myfairpoint.net,(207) 793-8850,,,,,,,,,,,"43.659183, -70.848294",,,,,,,,,,,
York,Springvale,Annette's Gardens and Rivard Farm,"300 Blanchard Rd, Springvale, Maine",Ladyrabbit2010@gmail.com,(207) 432-1365,,,,,Potatoes at this time,,,,,"Jams and Relishes, Pickled beets and Bread and Butter Pickles","43.450428, -70.848525",,,,,,,,,,,
York,Springvale,Mousam Valley Mushrooms,"21-B Blanchard Rd., Springvale, Maine",Sales@farmingfungi.com,(207) 251-2177,,,,,Organic Specialty Mushrooms,,,,,,"43.464158, -70.833019",,,,,,,,,,,
York,Springvale,Our Farm,"377 Hanson Ridge Rd, Springvale, Maine",ourfarmmaine@gmail.com,(207) 351-6675,"Pork, beef",,Fresh eggs,,Seasonal veggies,,,,,Can goods and baked goods,"43.454186, -70.812197",,,,,,,,,,,
York,Waterboro,Four Hearts Farm Udderly Delicious Creamery,"13 Bradburn Rd, Waterboro, Maine",Fourheartsfarmwaterboro@gmail.com,(207) 347-9138,,,,"Goat milk Products, milk, yogurt, fudge, Cheese",,,,,,"Bread and other baked goods, Canned pickles and relishes.","43.586521, -70.798450",,,,,,,,,,,
York,Waterboro,Midnight Farm,"19 Charlands Way, Waterboro, Maine",Midnightfarmmaine@gmail.com,(207) 446-8108,,,Chicken and duck eggs,,,,,,Pints and half pints,Raw honey,"43.550694, -70.721480",,,,,,,,,,,
York,Wells,Pope's Creek Oyster Farm,"Wells, Maine",eringott@yahoo.com,(207) 590-6635,,Oysters,,,,,,,,,"43.322382, -70.580871",,,,,,,,,,,
York,West Newfield,Harris Turkey Farm,"267 Bridge St, West Newfield, Maine",harristurkey@gmail.com,(207) 432-5223,,,,,,,,,,"Turkey Pot pies, soups, and chili","43.642513, -70.844073",,,,,,,,,,,
York,Saco,"Leary Farm, Inc.","269 Flag Pond Rd., Saco, Maine",learyfarmsaco@gmail.com,207.807.2839,,,,,Mixed vegetables,,,,,,"43.55938, -70.44083",,,,,,,,,,,
Lincoln,Nobleboro,Wanderwood,"79 Sidelinger Road, Nobleboro, Maine",hello@wanderwoodmaine.com,207.370.4086,,,,,,,,,,,"44.0781475, -69.4715879",,,,,,,,,,,
